,Company,Title,Description,Location,Salary
151,Michael Page,Business Analyst - Global Brand,"
                            Maintenance of pricing database and provide detailed analysis of the rates with data. The Business Analyst will be working closing with the senior business...",Sydney NSW,"<span class=""no-wrap"">
                $80,000 - $85,000 a year</span>"
152,Swinburne University of Technology,Research Analyst,"
            We are looking for a Research Analyst to join us and support the collection, verification, analysis and reporting of the University’s research management data....",Melbourne VIC,
153,Deloitte,Deloitte Access Economics - Health Economics & Social Policy,"
            For Senior Analysts. Undertaking quantitative data analysis such as the use of meta-analysis, statistical and modelling techniques (e.g....",Sydney NSW,
154,Tatura Milk Industries,Graduate Planner Analyst - 12 Month Placement,"
            We have an exciting opportunity for an driven and ambitious recent graduate to kick start their career with a 12 month placement as a Planner Analyst by joining...",Tatura VIC,
155,David Jones,Marketing Analyst,"
Data management of customer databases and data sources, providing regular updates on data hygiene, data processing and recommendations on improvements....",Melbourne VIC,
156,nbn™,Reporting Analyst,"
            As a Reporting Analyst, you will play a key role in providing insights into forecasting and advance analysis, through cost per premises (CPP) reporting and to...",Melbourne VIC,
157,Credit Suisse,Research Analyst Australia,"
            Our analysts work closely with our sector analyst teams, and have a focus on integrating ESG analysis into our mainstream analysis in order to produce...",Sydney NSW,
158,Manpower Services (Hong Kong) Limited,Compensation Analyst ($30K above per month),"
            Our client is looking for Compensation Analyst to join its dynamic team. Practical experience in modeling techniques using relevant software with ease with a...",Australia,"<span class=""no-wrap"">
                $30,000 a month</span>"
159,Capgemini Australia,Big Data Consultant,"
            Knowledge of Data warehouse and analytical technologies in the industry including MPP databases, Data Warehouse design, BI reporting and Dashboard development....",Sydney NSW,
160,GHD,Business Analyst (Information Services),"
            Business Analyst (Information Services) - BRI02057. An opportunity has arisen for an experienced Business Analyst to join the Information Services (IS) team...",Brisbane QLD,
161,"InterWorks, Inc.",Analytics Consultant - Training and Enablement - Sydney,"
            Work with analysts, engineers, programmers and executives to tell a story with their data. Help people understand the how and why of data visualization....",Sydney NSW,
162,ignite,Reporting Analyst -Parramatta-12 month Contract,"
                            Experience with Data / Process Analysis. I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate...",Sydney NSW,"<span class=""no-wrap"">
                $50 - $55 an hour</span>"
163,Guerdon Associates,Remuneration Analyst,"
                            Analysing company financial data. Preparing data and graphics to incorporate in client company performance disclosures....",Sydney NSW,
164,Robert Half Australia,Financial Analyst,"
                            As the successful candidate you will be a logical thinking Analyst who has experience with working with high levels of raw data....",Sydney NSW,
165,Guerdon Associates,Remuneration Analyst,"
                            Analysing company financial data. Preparing data and graphics to incorporate in client company performance disclosures....",Sydney NSW,
166,ignite,Reporting Analyst -Parramatta-12 month Contract,"
                            Experience with Data / Process Analysis. I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate...",Sydney NSW,"<span class=""no-wrap"">
                $50 - $55 an hour</span>"
167,Robert Half Australia,Financial Analyst,"
                            As the successful candidate you will be a logical thinking Analyst who has experience with working with high levels of raw data....",Sydney NSW,
168,Ignite Specialist Recruitment Services,Junior Consultant/Data Analyst,"
            Experience working as a Data Analyst or Business Analyst. They are business consultants, analysts, investigators, information architects, data miners and...",Brisbane QLD,
169,nbn™,Senior Data Analyst,"
            Working with the business to create innovative data reports, data outputs and data solutions. Ideally you will have extensive experience with data analytics,...",Melbourne VIC,
170,Equifax,Senior Analyst,"
            Extract, manipulate and analyse data. The Senior Analyst will be responsible for using their data manipulation and analysis skills in the delivery of a broad...",Melbourne VIC,
171,Atlassian,"Team Lead, Product Analytics","
            Are you looking for a chance to lead an awesome team of data scientists and analysts? Solid experience in data science, or reporting and analytics fields....",Sydney NSW,
172,McColl's,Graduate Business Analyst,"
            McColl’s currently have an exciting opportunity for a full time Graduate Business Analyst to join our team, based in Geelong....",Geelong VIC,
173,Allianz,Business Performance Analyst,"
            Business Performance Analyst. Business Performance Analyst - Enlighten is a key Business Analyst support to the implementation Project Managers installing...",Sydney NSW,
174,Link Group,Business Analyst Migrations,"
            Minimum 3 years’ experience as a Business Analyst / Technical Analyst. Good understanding of business analyst tools and methodologies....",Rhodes NSW,
175,Deloitte,Privacy & Data Protection Senior Analyst,"
            Awareness of changes occurring globally in the privacy and data protection space. Ability to demonstrate achievements in the privacy and data protection as part...",Melbourne VIC,
176,KPMG,SQL Analyst,"
            Excellent data mining and presentation of data in a meaningful way. Deal with big data for this growing division....",Sydney NSW,
177,JP Morgan Chase,"CIB - Equities - Research Analyst, Mining - Analyst","
            Keeping track of data sources that may yield insights into the sector. We are currently seeking a talented and driven Research Analyst for our Mining Team,...",Melbourne VIC,
178,GreySpark,Junior Project Manager / Business Analyst,"
                            The successful junior project manager / business analyst will be a competent and highly regarded individual who has experience analysing requirements in a range...",Sydney NSW,
